R30_2000,R31_2000,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,1
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
1,0,,,,,,,,,
1,0,,,,,,,,,
1,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
1,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,
0,0,,,,,,,,,